"order_id","product_id","unit_price","quantity","discount","_sdc_extracted_at","_sdc_received_at","_sdc_batched_at","_sdc_deleted_at","_sdc_sequence","_sdc_table_version","_sdc_sync_started_at","order_id","customer_id","employee_id","order_date","required_date","shipped_date","ship_via","freight","ship_name","ship_address","ship_city","ship_region","ship_postal_code","ship_country","_sdc_extracted_at","_sdc_received_at","_sdc_batched_at","_sdc_deleted_at","_sdc_sequence","_sdc_table_version","_sdc_sync_started_at"
"11006","29","123.79","2","0.25",2025-02-01 14:30:05.374,2025-02-01 14:30:05.516,2025-02-01 14:30:05.420,,1738431005517,,1738431005337,"11006",GREAL,"3","1998-04-07","1998-05-05","1998-04-15","2","25.19",Great Lakes Food Market,"2732 Baker Blvd.",Eugene,OR,"97403",USA,2025-02-01 14:30:05.443,2025-02-01 14:30:05.671,2025-02-01 14:30:05.613,,1738431005672,,1738431005337
"10501","54","7.45","20","0",2025-02-01 14:30:05.307,2025-02-01 14:30:05.452,2025-02-01 14:30:05.420,,1738431005452,,1738431005337,"10501",BLAUS,"9","1997-04-09","1997-05-07","1997-04-16","3","8.85",Blauer See Delikatessen,Forsterstr. 57,Mannheim,"","68306",Germany,2025-02-01 14:30:05.411,2025-02-01 14:30:05.632,2025-02-01 14:30:05.613,,1738431005633,,1738431005337
"10845","64","33.25","48","0",2025-02-01 14:30:05.353,2025-02-01 14:30:05.497,2025-02-01 14:30:05.420,,1738431005497,,1738431005337,"10845",QUICK,"8","1998-01-21","1998-02-04","1998-01-30","1","212.98",QUICK-Stop,Taucherstraße 10,Cunewalde,"","01307",Germany,2025-02-01 14:30:05.434,2025-02-01 14:30:05.658,2025-02-01 14:30:05.613,,1738431005658,,1738431005337
"10909","41","9.65","5","0",2025-02-01 14:30:05.361,2025-02-01 14:30:05.504,2025-02-01 14:30:05.420,,1738431005505,,1738431005337,"10909",SANTG,"1","1998-02-26","1998-03-26","1998-03-10","2","53.05",Santé Gourmet,Erling Skakkes gate 78,Stavern,"","4110",Norway,2025-02-01 14:30:05.437,2025-02-01 14:30:05.663,2025-02-01 14:30:05.613,,1738431005664,,1738431005337
"10360","54","5.9","28","0",2025-02-01 14:30:05.291,2025-02-01 14:30:05.435,2025-02-01 14:30:05.420,,1738431005435,,1738431005337,"10360",BLONP,"4","1996-11-22","1996-12-20","1996-12-02","3","131.7",Blondel père et fils,"24, place Kléber",Strasbourg,"","67000",France,2025-02-01 14:30:05.402,2025-02-01 14:30:05.622,2025-02-01 14:30:05.613,,1738431005622,,1738431005337
"10935","23","9","8","0.25",2025-02-01 14:30:05.364,2025-02-01 14:30:05.508,2025-02-01 14:30:05.420,,1738431005508,,1738431005337,"10935",WELLI,"4","1998-03-09","1998-04-06","1998-03-18","3","47.59",Wellington Importadora,"Rua do Mercado, 12",Resende,SP,"08737-363",Brazil,2025-02-01 14:30:05.439,2025-02-01 14:30:05.665,2025-02-01 14:30:05.613,,1738431005666,,1738431005337
"10798","72","34.8","10","0",2025-02-01 14:30:05.346,2025-02-01 14:30:05.491,2025-02-01 14:30:05.420,,1738431005491,,1738431005337,"10798",ISLAT,"2","1997-12-26","1998-01-23","1998-01-05","1","2.33",Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,2025-02-01 14:30:05.431,2025-02-01 14:30:05.654,2025-02-01 14:30:05.613,,1738431005655,,1738431005337
"10945","31","12.5","10","0",2025-02-01 14:30:05.366,2025-02-01 14:30:05.509,2025-02-01 14:30:05.420,,1738431005509,,1738431005337,"10945",MORGK,"4","1998-03-12","1998-04-09","1998-03-18","1","10.22",Morgenstern Gesundkost,Heerstr. 22,Leipzig,"","04179",Germany,2025-02-01 14:30:05.439,2025-02-01 14:30:05.666,2025-02-01 14:30:05.613,,1738431005667,,1738431005337
"10948","55","24","4","0",2025-02-01 14:30:05.366,2025-02-01 14:30:05.509,2025-02-01 14:30:05.420,,1738431005510,,1738431005337,"10948",GODOS,"3","1998-03-13","1998-04-10","1998-03-19","3","23.39",Godos Cocina Típica,"C/ Romero, 33",Sevilla,"","41101",Spain,2025-02-01 14:30:05.439,2025-02-01 14:30:05.666,2025-02-01 14:30:05.613,,1738431005667,,1738431005337
"11051","24","4.5","10","0.2",2025-02-01 14:30:05.380,2025-02-01 14:30:05.521,2025-02-01 14:30:05.420,,1738431005522,,1738431005337,"11051",LAMAI,"7","1998-04-27","1998-05-25","","3","2.79",La maison d'Asie,"1 rue Alsace-Lorraine",Toulouse,"","31000",France,2025-02-01 14:30:05.446,2025-02-01 14:30:05.675,2025-02-01 14:30:05.613,,1738431005675,,1738431005337
"10272","72","27.8","24","0",2025-02-01 14:30:05.283,2025-02-01 14:30:05.423,2025-02-01 14:30:05.420,,1738431005423,,1738431005337,"10272",RATTC,"6","1996-08-02","1996-08-30","1996-08-06","2","98.03",Rattlesnake Canyon Grocery,"2817 Milton Dr.",Albuquerque,NM,"87110",USA,2025-02-01 14:30:05.397,2025-02-01 14:30:05.615,2025-02-01 14:30:05.613,,1738431005615,,1738431005337
"10325","72","27.8","40","0",2025-02-01 14:30:05.288,2025-02-01 14:30:05.430,2025-02-01 14:30:05.420,,1738431005430,,1738431005337,"10325",KOENE,"1","1996-10-09","1996-10-23","1996-10-14","3","64.86",Königlich Essen,Maubelstr. 90,Brandenburg,"","14776",Germany,2025-02-01 14:30:05.400,2025-02-01 14:30:05.619,2025-02-01 14:30:05.613,,1738431005619,,1738431005337
"11009","60","34","9","0",2025-02-01 14:30:05.374,2025-02-01 14:30:05.517,2025-02-01 14:30:05.420,,1738431005517,,1738431005337,"11009",GODOS,"2","1998-04-08","1998-05-06","1998-04-10","1","59.11",Godos Cocina Típica,"C/ Romero, 33",Sevilla,"","41101",Spain,2025-02-01 14:30:05.444,2025-02-01 14:30:05.671,2025-02-01 14:30:05.613,,1738431005672,,1738431005337
"10489","16","13.9","18","0",2025-02-01 14:30:05.306,2025-02-01 14:30:05.451,2025-02-01 14:30:05.420,,1738431005451,,1738431005337,"10489",PICCO,"6","1997-03-28","1997-04-25","1997-04-09","2","5.29",Piccolo und mehr,Geislweg 14,Salzburg,"","5020",Austria,2025-02-01 14:30:05.411,2025-02-01 14:30:05.631,2025-02-01 14:30:05.613,,1738431005632,,1738431005337
"10833","53","32.8","9","0.1",2025-02-01 14:30:05.351,2025-02-01 14:30:05.495,2025-02-01 14:30:05.420,,1738431005496,,1738431005337,"10833",OTTIK,"6","1998-01-15","1998-02-12","1998-01-23","2","71.49",Ottilies Käseladen,Mehrheimerstr. 369,Köln,"","50739",Germany,2025-02-01 14:30:05.433,2025-02-01 14:30:05.657,2025-02-01 14:30:05.613,,1738431005658,,1738431005337
"10678","54","7.45","30","0",2025-02-01 14:30:05.331,2025-02-01 14:30:05.475,2025-02-01 14:30:05.420,,1738431005476,,1738431005337,"10678",SAVEA,"7","1997-09-23","1997-10-21","1997-10-16","3","388.98",Save-a-lot Markets,"187 Suffolk Ln.",Boise,ID,"83720",USA,2025-02-01 14:30:05.423,2025-02-01 14:30:05.645,2025-02-01 14:30:05.613,,1738431005646,,1738431005337
"10296","69","28.8","15","0",2025-02-01 14:30:05.285,2025-02-01 14:30:05.426,2025-02-01 14:30:05.420,,1738431005426,,1738431005337,"10296",LILAS,"6","1996-09-03","1996-10-01","1996-09-11","1","0.12",LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,"3508",Venezuela,2025-02-01 14:30:05.398,2025-02-01 14:30:05.617,2025-02-01 14:30:05.613,,1738431005617,,1738431005337
"10297","72","27.8","20","0",2025-02-01 14:30:05.285,2025-02-01 14:30:05.426,2025-02-01 14:30:05.420,,1738431005427,,1738431005337,"10297",BLONP,"5","1996-09-04","1996-10-16","1996-09-10","2","5.74",Blondel père et fils,"24, place Kléber",Strasbourg,"","67000",France,2025-02-01 14:30:05.398,2025-02-01 14:30:05.617,2025-02-01 14:30:05.613,,1738431005617,,1738431005337
"10302","43","36.8","12","0",2025-02-01 14:30:05.285,2025-02-01 14:30:05.427,2025-02-01 14:30:05.420,,1738431005427,,1738431005337,"10302",SUPRD,"4","1996-09-10","1996-10-08","1996-10-09","2","6.27",Suprêmes délices,"Boulevard Tirou, 255",Charleroi,"",B-6000,Belgium,2025-02-01 14:30:05.399,2025-02-01 14:30:05.617,2025-02-01 14:30:05.613,,1738431005618,,1738431005337
"10316","62","39.4","70","0",2025-02-01 14:30:05.287,2025-02-01 14:30:05.429,2025-02-01 14:30:05.420,,1738431005429,,1738431005337,"10316",RATTC,"1","1996-09-27","1996-10-25","1996-10-08","3","150.15",Rattlesnake Canyon Grocery,"2817 Milton Dr.",Albuquerque,NM,"87110",USA,2025-02-01 14:30:05.400,2025-02-01 14:30:05.618,2025-02-01 14:30:05.613,,1738431005619,,1738431005337
"10883","24","4.5","8","0",2025-02-01 14:30:05.358,2025-02-01 14:30:05.502,2025-02-01 14:30:05.420,,1738431005502,,1738431005337,"10883",LONEP,"8","1998-02-12","1998-03-12","1998-02-20","3","0.53",Lonesome Pine Restaurant,"89 Chiaroscuro Rd.",Portland,OR,"97219",USA,2025-02-01 14:30:05.436,2025-02-01 14:30:05.661,2025-02-01 14:30:05.613,,1738431005662,,1738431005337
"10280","75","6.2","30","0",2025-02-01 14:30:05.283,2025-02-01 14:30:05.424,2025-02-01 14:30:05.420,,1738431005424,,1738431005337,"10280",BERGS,"2","1996-08-14","1996-09-11","1996-09-12","1","8.98",Berglunds snabbköp,Berguvsvägen  8,Luleå,"",S-958 22,Sweden,2025-02-01 14:30:05.397,2025-02-01 14:30:05.615,2025-02-01 14:30:05.613,,1738431005616,,1738431005337
"10283","72","27.8","3","0",2025-02-01 14:30:05.284,2025-02-01 14:30:05.424,2025-02-01 14:30:05.420,,1738431005425,,1738431005337,"10283",LILAS,"3","1996-08-16","1996-09-13","1996-08-23","3","84.81",LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,"3508",Venezuela,2025-02-01 14:30:05.398,2025-02-01 14:30:05.616,2025-02-01 14:30:05.613,,1738431005616,,1738431005337
"10851","59","55","42","0.05",2025-02-01 14:30:05.354,2025-02-01 14:30:05.498,2025-02-01 14:30:05.420,,1738431005498,,1738431005337,"10851",RICAR,"5","1998-01-26","1998-02-23","1998-02-02","1","160.55",Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,"02389-890",Brazil,2025-02-01 14:30:05.434,2025-02-01 14:30:05.659,2025-02-01 14:30:05.613,,1738431005659,,1738431005337
"10989","41","9.65","4","0",2025-02-01 14:30:05.371,2025-02-01 14:30:05.514,2025-02-01 14:30:05.420,,1738431005514,,1738431005337,"10989",QUEDE,"2","1998-03-31","1998-04-28","1998-04-02","1","34.76",Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,"02389-673",Brazil,2025-02-01 14:30:05.442,2025-02-01 14:30:05.670,2025-02-01 14:30:05.613,,1738431005670,,1738431005337
"10502","67","14","30","0",2025-02-01 14:30:05.307,2025-02-01 14:30:05.452,2025-02-01 14:30:05.420,,1738431005452,,1738431005337,"10502",PERIC,"2","1997-04-10","1997-05-08","1997-04-29","1","69.32",Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,"","05033",Mexico,2025-02-01 14:30:05.411,2025-02-01 14:30:05.632,2025-02-01 14:30:05.613,,1738431005633,,1738431005337
"10784","72","34.8","30","0.15",2025-02-01 14:30:05.344,2025-02-01 14:30:05.489,2025-02-01 14:30:05.420,,1738431005489,,1738431005337,"10784",MAGAA,"4","1997-12-18","1998-01-15","1997-12-22","3","70.09",Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,"","24100",Italy,2025-02-01 14:30:05.430,2025-02-01 14:30:05.653,2025-02-01 14:30:05.613,,1738431005654,,1738431005337
"10732","76","18","20","0",2025-02-01 14:30:05.338,2025-02-01 14:30:05.483,2025-02-01 14:30:05.420,,1738431005483,,1738431005337,"10732",BONAP,"3","1997-11-06","1997-12-04","1997-11-07","1","16.97",Bon app',"12, rue des Bouchers",Marseille,"","13008",France,2025-02-01 14:30:05.426,2025-02-01 14:30:05.649,2025-02-01 14:30:05.613,,1738431005650,,1738431005337
"11058","61","28.5","4","0",2025-02-01 14:30:05.381,2025-02-01 14:30:05.522,2025-02-01 14:30:05.420,,1738431005523,,1738431005337,"11058",BLAUS,"9","1998-04-29","1998-05-27","","3","31.14",Blauer See Delikatessen,Forsterstr. 57,Mannheim,"","68306",Germany,2025-02-01 14:30:05.447,2025-02-01 14:30:05.675,2025-02-01 14:30:05.613,,1738431005676,,1738431005337
"11059","60","34","35","0",2025-02-01 14:30:05.381,2025-02-01 14:30:05.522,2025-02-01 14:30:05.420,,1738431005523,,1738431005337,"11059",RICAR,"2","1998-04-29","1998-06-10","","2","85.8",Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,"02389-890",Brazil,2025-02-01 14:30:05.447,2025-02-01 14:30:05.675,2025-02-01 14:30:05.613,,1738431005676,,1738431005337
"11060","77","13","10","0",2025-02-01 14:30:05.381,2025-02-01 14:30:05.523,2025-02-01 14:30:05.420,,1738431005523,,1738431005337,"11060",FRANS,"2","1998-04-30","1998-05-28","1998-05-04","2","10.98",Franchi S.p.A.,Via Monte Bianco 34,Torino,"","10100",Italy,2025-02-01 14:30:05.447,2025-02-01 14:30:05.675,2025-02-01 14:30:05.613,,1738431005676,,1738431005337
"10495","77","10.4","5","0",2025-02-01 14:30:05.306,2025-02-01 14:30:05.451,2025-02-01 14:30:05.420,,1738431005452,,1738431005337,"10495",LAUGB,"3","1997-04-03","1997-05-01","1997-04-11","3","4.65",Laughing Bacchus Wine Cellars,"2319 Elm St.",Vancouver,BC,V3F 2K1,Canada,2025-02-01 14:30:05.411,2025-02-01 14:30:05.632,2025-02-01 14:30:05.613,,1738431005632,,1738431005337
"10714","58","13.25","12","0.25",2025-02-01 14:30:05.336,2025-02-01 14:30:05.480,2025-02-01 14:30:05.420,,1738431005481,,1738431005337,"10714",SAVEA,"5","1997-10-22","1997-11-19","1997-10-27","3","24.49",Save-a-lot Markets,"187 Suffolk Ln.",Boise,ID,"83720",USA,2025-02-01 14:30:05.425,2025-02-01 14:30:05.648,2025-02-01 14:30:05.613,,1738431005648,,1738431005337
"10908","52","7","14","0.05",2025-02-01 14:30:05.361,2025-02-01 14:30:05.504,2025-02-01 14:30:05.420,,1738431005505,,1738431005337,"10908",REGGC,"4","1998-02-26","1998-03-26","1998-03-06","2","32.96",Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,"","42100",Italy,2025-02-01 14:30:05.437,2025-02-01 14:30:05.663,2025-02-01 14:30:05.613,,1738431005664,,1738431005337
"10931","57","19.5","30","0",2025-02-01 14:30:05.364,2025-02-01 14:30:05.507,2025-02-01 14:30:05.420,,1738431005508,,1738431005337,"10931",RICSU,"4","1998-03-06","1998-03-20","1998-03-19","2","13.6",Richter Supermarkt,Starenweg 5,Genève,"","1204",Switzerland,2025-02-01 14:30:05.439,2025-02-01 14:30:05.665,2025-02-01 14:30:05.613,,1738431005666,,1738431005337
"10932","75","7.75","20","0.1",2025-02-01 14:30:05.364,2025-02-01 14:30:05.507,2025-02-01 14:30:05.420,,1738431005508,,1738431005337,"10932",BONAP,"8","1998-03-06","1998-04-03","1998-03-24","1","134.64",Bon app',"12, rue des Bouchers",Marseille,"","13008",France,2025-02-01 14:30:05.439,2025-02-01 14:30:05.665,2025-02-01 14:30:05.613,,1738431005666,,1738431005337
"10847","71","21.5","55","0.2",2025-02-01 14:30:05.353,2025-02-01 14:30:05.497,2025-02-01 14:30:05.420,,1738431005498,,1738431005337,"10847",SAVEA,"4","1998-01-22","1998-02-05","1998-02-10","3","487.57",Save-a-lot Markets,"187 Suffolk Ln.",Boise,ID,"83720",USA,2025-02-01 14:30:05.434,2025-02-01 14:30:05.658,2025-02-01 14:30:05.613,,1738431005659,,1738431005337
"10711","53","32.8","120","0",2025-02-01 14:30:05.335,2025-02-01 14:30:05.479,2025-02-01 14:30:05.420,,1738431005480,,1738431005337,"10711",SAVEA,"5","1997-10-21","1997-12-02","1997-10-29","2","52.41",Save-a-lot Markets,"187 Suffolk Ln.",Boise,ID,"83720",USA,2025-02-01 14:30:05.425,2025-02-01 14:30:05.648,2025-02-01 14:30:05.613,,1738431005648,,1738431005337
"10930","58","13.25","30","0.2",2025-02-01 14:30:05.364,2025-02-01 14:30:05.507,2025-02-01 14:30:05.420,,1738431005507,,1738431005337,"10930",SUPRD,"4","1998-03-06","1998-04-17","1998-03-18","3","15.55",Suprêmes délices,"Boulevard Tirou, 255",Charleroi,"",B-6000,Belgium,2025-02-01 14:30:05.439,2025-02-01 14:30:05.665,2025-02-01 14:30:05.613,,1738431005666,,1738431005337
"10303","68","10","15","0.1",2025-02-01 14:30:05.285,2025-02-01 14:30:05.427,2025-02-01 14:30:05.420,,1738431005427,,1738431005337,"10303",GODOS,"7","1996-09-11","1996-10-09","1996-09-18","2","107.83",Godos Cocina Típica,"C/ Romero, 33",Sevilla,"","41101",Spain,2025-02-01 14:30:05.399,2025-02-01 14:30:05.617,2025-02-01 14:30:05.613,,1738431005618,,1738431005337
"10826","57","19.5","15","0",2025-02-01 14:30:05.349,2025-02-01 14:30:05.494,2025-02-01 14:30:05.420,,1738431005494,,1738431005337,"10826",BLONP,"6","1998-01-12","1998-02-09","1998-02-06","1","7.09",Blondel père et fils,"24, place Kléber",Strasbourg,"","67000",France,2025-02-01 14:30:05.432,2025-02-01 14:30:05.656,2025-02-01 14:30:05.613,,1738431005657,,1738431005337
"10862","52","7","8","0",2025-02-01 14:30:05.355,2025-02-01 14:30:05.499,2025-02-01 14:30:05.420,,1738431005500,,1738431005337,"10862",LEHMS,"8","1998-01-30","1998-03-13","1998-02-02","2","53.23",Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,"","60528",Germany,2025-02-01 14:30:05.435,2025-02-01 14:30:05.659,2025-02-01 14:30:05.613,,1738431005660,,1738431005337
"10358","36","15.2","20","0.05",2025-02-01 14:30:05.291,2025-02-01 14:30:05.434,2025-02-01 14:30:05.420,,1738431005435,,1738431005337,"10358",LAMAI,"5","1996-11-20","1996-12-18","1996-11-27","1","19.64",La maison d'Asie,"1 rue Alsace-Lorraine",Toulouse,"","31000",France,2025-02-01 14:30:05.402,2025-02-01 14:30:05.621,2025-02-01 14:30:05.613,,1738431005622,,1738431005337
"10787","29","123.79","20","0.05",2025-02-01 14:30:05.344,2025-02-01 14:30:05.489,2025-02-01 14:30:05.420,,1738431005490,,1738431005337,"10787",LAMAI,"2","1997-12-19","1998-01-02","1997-12-26","1","249.93",La maison d'Asie,"1 rue Alsace-Lorraine",Toulouse,"","31000",France,2025-02-01 14:30:05.430,2025-02-01 14:30:05.653,2025-02-01 14:30:05.613,,1738431005654,,1738431005337
"10361","60","27.2","55","0.1",2025-02-01 14:30:05.291,2025-02-01 14:30:05.435,2025-02-01 14:30:05.420,,1738431005435,,1738431005337,"10361",QUICK,"1","1996-11-22","1996-12-20","1996-12-03","2","183.17",QUICK-Stop,Taucherstraße 10,Cunewalde,"","01307",Germany,2025-02-01 14:30:05.403,2025-02-01 14:30:05.622,2025-02-01 14:30:05.613,,1738431005622,,1738431005337
"10765","65","21.05","80","0.1",2025-02-01 14:30:05.342,2025-02-01 14:30:05.487,2025-02-01 14:30:05.420,,1738431005487,,1738431005337,"10765",QUICK,"3","1997-12-04","1998-01-01","1997-12-09","3","42.74",QUICK-Stop,Taucherstraße 10,Cunewalde,"","01307",Germany,2025-02-01 14:30:05.429,2025-02-01 14:30:05.652,2025-02-01 14:30:05.613,,1738431005652,,1738431005337
"10785","75","7.75","10","0",2025-02-01 14:30:05.344,2025-02-01 14:30:05.489,2025-02-01 14:30:05.420,,1738431005490,,1738431005337,"10785",GROSR,"1","1997-12-18","1998-01-15","1997-12-24","3","1.51",GROSELLA-Restaurante,"5ª Ave. Los Palos Grandes",Caracas,DF,"1081",Venezuela,2025-02-01 14:30:05.430,2025-02-01 14:30:05.653,2025-02-01 14:30:05.613,,1738431005654,,1738431005337
"10990","61","28.5","66","0.15",2025-02-01 14:30:05.372,2025-02-01 14:30:05.514,2025-02-01 14:30:05.420,,1738431005515,,1738431005337,"10990",ERNSH,"2","1998-04-01","1998-05-13","1998-04-07","3","117.61",Ernst Handel,Kirchgasse 6,Graz,"","8010",Austria,2025-02-01 14:30:05.442,2025-02-01 14:30:05.670,2025-02-01 14:30:05.613,,1738431005670,,1738431005337
"10991","76","18","90","0.2",2025-02-01 14:30:05.372,2025-02-01 14:30:05.514,2025-02-01 14:30:05.420,,1738431005515,,1738431005337,"10991",QUICK,"1","1998-04-01","1998-04-29","1998-04-07","1","38.51",QUICK-Stop,Taucherstraße 10,Cunewalde,"","01307",Germany,2025-02-01 14:30:05.442,2025-02-01 14:30:05.670,2025-02-01 14:30:05.613,,1738431005670,,1738431005337
"10662","68","12.5","10","0",2025-02-01 14:30:05.329,2025-02-01 14:30:05.473,2025-02-01 14:30:05.420,,1738431005474,,1738431005337,"10662",LONEP,"3","1997-09-09","1997-10-07","1997-09-18","2","1.28",Lonesome Pine Restaurant,"89 Chiaroscuro Rd.",Portland,OR,"97219",USA,2025-02-01 14:30:05.422,2025-02-01 14:30:05.644,2025-02-01 14:30:05.613,,1738431005645,,1738431005337
"10337","72","27.8","25","0",2025-02-01 14:30:05.288,2025-02-01 14:30:05.432,2025-02-01 14:30:05.420,,1738431005432,,1738431005337,"10337",FRANK,"4","1996-10-24","1996-11-21","1996-10-29","3","108.26",Frankenversand,Berliner Platz 43,München,"","80805",Germany,2025-02-01 14:30:05.401,2025-02-01 14:30:05.620,2025-02-01 14:30:05.613,,1738431005620,,1738431005337
